"ko" "pathway" "path" "log" "padj" "factor"
"ko:K01596" "path:ko04910" "Insulin signaling pathway" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko01120" "Microbial metabolism in diverse environments" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko04910" "Insulin signaling pathway" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko04922" "Glucagon signaling pathway" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko01100" "Metabolic pathways" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko04920" "Adipocytokine signaling pathway" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko01130" "Biosynthesis of antibiotics" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko04922" "Glucagon signaling pathway" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko04068" "FoxO signaling pathway" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko04920" "Adipocytokine signaling pathway" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko01110" "Biosynthesis of secondary metabolites" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko00620" "Pyruvate metabolism" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko03320" "PPAR signaling pathway" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko00020" "Citrate cycle (TCA cycle)" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko00010" "Glycolysis / Gluconeogenesis" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko04152" "AMPK signaling pathway" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko01120" "Microbial metabolism in diverse environments" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko04964" "Proximal tubule bicarbonate reclamation" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko01100" "Metabolic pathways" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko01110" "Biosynthesis of secondary metabolites" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko04931" "Insulin resistance" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko03320" "PPAR signaling pathway" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko01130" "Biosynthesis of antibiotics" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko00010" "Glycolysis / Gluconeogenesis" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko04931" "Insulin resistance" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko04964" "Proximal tubule bicarbonate reclamation" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko04151" "PI3K-Akt signaling pathway" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01596" "path:ko04151" "PI3K-Akt signaling pathway" 0.760577848922354 0.0956064146818089 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko01100" "Metabolic pathways" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko00030" "Pentose phosphate pathway" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko01230" "Biosynthesis of amino acids" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko01200" "Carbon metabolism" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko00710" "Carbon fixation in photosynthetic organisms" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko04066" "HIF-1 signaling pathway" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko00030" "Pentose phosphate pathway" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko01230" "Biosynthesis of amino acids" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko01120" "Microbial metabolism in diverse environments" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko00051" "Fructose and mannose metabolism" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko00051" "Fructose and mannose metabolism" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko01110" "Biosynthesis of secondary metabolites" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko01100" "Metabolic pathways" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko01120" "Microbial metabolism in diverse environments" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko00010" "Glycolysis / Gluconeogenesis" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko00680" "Methane metabolism" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko01110" "Biosynthesis of secondary metabolites" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko00010" "Glycolysis / Gluconeogenesis" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko00710" "Carbon fixation in photosynthetic organisms" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko01130" "Biosynthesis of antibiotics" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko01130" "Biosynthesis of antibiotics" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko00680" "Methane metabolism" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko04066" "HIF-1 signaling pathway" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01623" "path:ko01200" "Carbon metabolism" -1.03627571225183 0.187000383292308 "Menthol_Menthol_vs_Control"
"ko:K01689" "path:ko01120" "Microbial metabolism in diverse environments" 0.845797969269377 0.331354795494155 "Menthol_Menthol_vs_Control"
"ko:K01689" "path:ko00010" "Glycolysis / Gluconeogenesis" 0.845797969269377 0.331354795494155 "Menthol_Menthol_vs_Control"
"ko:K01689" "path:ko03018" "RNA degradation" 0.845797969269377 0.331354795494155 "Menthol_Menthol_vs_Control"
"ko:K01689" "path:ko01130" "Biosynthesis of antibiotics" 0.845797969269377 0.331354795494155 "Menthol_Menthol_vs_Control"
"ko:K01689" "path:ko04066" "HIF-1 signaling pathway" 0.845797969269377 0.331354795494155 "Menthol_Menthol_vs_Control"
"ko:K01689" "path:ko01130" "Biosynthesis of antibiotics" 0.845797969269377 0.331354795494155 "Menthol_Menthol_vs_Control"
"ko:K01689" "path:ko01100" "Metabolic pathways" 0.845797969269377 0.331354795494155 "Menthol_Menthol_vs_Control"
"ko:K01689" "path:ko01110" "Biosynthesis of secondary metabolites" 0.845797969269377 0.331354795494155 "Menthol_Menthol_vs_Control"
"ko:K01689" "path:ko00680" "Methane metabolism" 0.845797969269377 0.331354795494155 "Menthol_Menthol_vs_Control"
"ko:K01689" "path:ko00680" "Methane metabolism" 0.845797969269377 0.331354795494155 "Menthol_Menthol_vs_Control"
"ko:K01689" "path:ko04066" "HIF-1 signaling pathway" 0.845797969269377 0.331354795494155 "Menthol_Menthol_vs_Control"
"ko:K01689" "path:ko01230" "Biosynthesis of amino acids" 0.845797969269377 0.331354795494155 "Menthol_Menthol_vs_Control"
"ko:K01689" "path:ko00010" "Glycolysis / Gluconeogenesis" 0.845797969269377 0.331354795494155 "Menthol_Menthol_vs_Control"
"ko:K01689" "path:ko01200" "Carbon metabolism" 0.845797969269377 0.331354795494155 "Menthol_Menthol_vs_Control"
"ko:K01689" "path:ko01230" "Biosynthesis of amino acids" 0.845797969269377 0.331354795494155 "Menthol_Menthol_vs_Control"
"ko:K01689" "path:ko01110" "Biosynthesis of secondary metabolites" 0.845797969269377 0.331354795494155 "Menthol_Menthol_vs_Control"
"ko:K01689" "path:ko01200" "Carbon metabolism" 0.845797969269377 0.331354795494155 "Menthol_Menthol_vs_Control"
"ko:K01689" "path:ko01120" "Microbial metabolism in diverse environments" 0.845797969269377 0.331354795494155 "Menthol_Menthol_vs_Control"
"ko:K01689" "path:ko03018" "RNA degradation" 0.845797969269377 0.331354795494155 "Menthol_Menthol_vs_Control"
"ko:K01689" "path:ko01100" "Metabolic pathways" 0.845797969269377 0.331354795494155 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko05133" "Pertussis" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko05167" "Kaposi sarcoma-associated herpesvirus infection" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04070" "Phosphatidylinositol signaling system" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04728" "Dopaminergic synapse" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04722" "Neurotrophin signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04015" "Rap1 signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko05133" "Pertussis" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko05031" "Amphetamine addiction" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko05152" "Tuberculosis" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko05200" "Pathways in cancer" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04970" "Salivary secretion" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04371" "Apelin signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04924" "Renin secretion" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04921" "Oxytocin signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04261" "Adrenergic signaling in cardiomyocytes" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko05163" "Human cytomegalovirus infection" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04720" "Long-term potentiation" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04910" "Insulin signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko05418" "Fluid shear stress and atherosclerosis" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04625" "C-type lectin receptor signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04626" "Plant-pathogen interaction" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04916" "Melanogenesis" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04925" "Aldosterone synthesis and secretion" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04218" "Cellular senescence" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04745" "Phototransduction - fly" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04114" "Oocyte meiosis" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko05163" "Human cytomegalovirus infection" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04020" "Calcium signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04740" "Olfactory transduction" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04371" "Apelin signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04713" "Circadian entrainment" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04915" "Estrogen signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04720" "Long-term potentiation" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04912" "GnRH signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04744" "Phototransduction" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04916" "Melanogenesis" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04744" "Phototransduction" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04016" "MAPK signaling pathway - plant" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04925" "Aldosterone synthesis and secretion" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko05010" "Alzheimer disease" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04016" "MAPK signaling pathway - plant" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04626" "Plant-pathogen interaction" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04070" "Phosphatidylinositol signaling system" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko05031" "Amphetamine addiction" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko05418" "Fluid shear stress and atherosclerosis" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04740" "Olfactory transduction" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04218" "Cellular senescence" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04014" "Ras signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04922" "Glucagon signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04970" "Salivary secretion" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04915" "Estrogen signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04261" "Adrenergic signaling in cardiomyocytes" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko05034" "Alcoholism" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko05200" "Pathways in cancer" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04713" "Circadian entrainment" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04750" "Inflammatory mediator regulation of TRP channels" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04014" "Ras signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04924" "Renin secretion" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04922" "Glucagon signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04971" "Gastric acid secretion" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko05214" "Glioma" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko05034" "Alcoholism" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04625" "C-type lectin receptor signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04921" "Oxytocin signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04270" "Vascular smooth muscle contraction" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04020" "Calcium signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04024" "cAMP signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko05214" "Glioma" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko05010" "Alzheimer disease" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04722" "Neurotrophin signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04912" "GnRH signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04270" "Vascular smooth muscle contraction" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04971" "Gastric acid secretion" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko05152" "Tuberculosis" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04022" "cGMP-PKG signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04745" "Phototransduction - fly" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko05170" "Human immunodeficiency virus 1 infection" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko05170" "Human immunodeficiency virus 1 infection" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04728" "Dopaminergic synapse" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko05167" "Kaposi sarcoma-associated herpesvirus infection" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04750" "Inflammatory mediator regulation of TRP channels" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04114" "Oocyte meiosis" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04910" "Insulin signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04022" "cGMP-PKG signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04024" "cAMP signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02183" "path:ko04015" "Rap1 signaling pathway" 0.400110390199686 0.425682284135626 "Menthol_Menthol_vs_Control"
"ko:K02980" "path:ko03010" "Ribosome" -1.16413678556869 0.483790277431978 "Menthol_Menthol_vs_Control"
"ko:K02980" "path:ko03010" "Ribosome" -1.16413678556869 0.483790277431978 "Menthol_Menthol_vs_Control"
"ko:K02993" "path:ko03010" "Ribosome" -0.775348175075252 0.252959114103012 "Menthol_Menthol_vs_Control"
"ko:K02993" "path:ko03010" "Ribosome" -0.775348175075252 0.252959114103012 "Menthol_Menthol_vs_Control"
"ko:K03236" "path:ko03013" "RNA transport" -0.791085768539939 0.486169909006486 "Menthol_Menthol_vs_Control"
"ko:K03236" "path:ko03013" "RNA transport" -0.791085768539939 0.486169909006486 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko04111" "Cell cycle - yeast" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko04530" "Tight junction" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko04530" "Tight junction" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko05142" "Chagas disease (American trypanosomiasis)" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko04391" "Hippo signaling pathway - fly" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko04152" "AMPK signaling pathway" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko04261" "Adrenergic signaling in cardiomyocytes" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko04071" "Sphingolipid signaling pathway" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko04152" "AMPK signaling pathway" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko04261" "Adrenergic signaling in cardiomyocytes" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko04151" "PI3K-Akt signaling pathway" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko05165" "Human papillomavirus infection" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko04111" "Cell cycle - yeast" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko04071" "Sphingolipid signaling pathway" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko05160" "Hepatitis C" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko04728" "Dopaminergic synapse" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko03015" "mRNA surveillance pathway" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko04390" "Hippo signaling pathway" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko04391" "Hippo signaling pathway - fly" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko05165" "Human papillomavirus infection" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko04390" "Hippo signaling pathway" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
